pixel_id,latitude,longitude,seasonal_heat_days,annual_heat_days,heat_days_difference,seasonal_threshold_mean,annual_percentile,annual_max_temp
6_38,-12.967181126265293,-38.35357105548297,0.0,0.0,0.0,31.9,31.9,
6_39,-12.967181126265293,-38.34458790264178,0.0,0.0,0.0,31.9,31.9,
6_40,-12.967181126265293,-38.33560474980058,0.0,0.0,0.0,31.9,31.9,
6_41,-12.967181126265293,-38.326621596959384,0.0,0.0,0.0,31.9,31.9,
6_42,-12.967181126265293,-38.31763844411819,0.0,0.0,0.0,31.9,31.9,
6_43,-12.967181126265293,-38.308655291277,0.0,0.0,0.0,31.9,31.9,
7_0,-12.958197973424099,-38.69493086344839,0.0,0.0,0.0,31.9,31.9,
7_1,-12.958197973424099,-38.685947710607195,0.0,0.0,0.0,31.9,31.9,
7_2,-12.958197973424099,-38.676964557766,0.0,0.0,0.0,31.9,31.9,
7_3,-12.958197973424099,-38.6679814049248,8.0,11.0,-3.0,34.575819672131125,34.6,37.6
7_4,-12.958197973424099,-38.658998252083606,8.0,11.0,-3.0,34.58483606557378,34.6,37.6
7_5,-12.958197973424099,-38.65001509924242,8.0,11.0,-3.0,34.58390710382512,34.6,37.6
7_6,-12.958197973424099,-38.64103194640122,8.0,11.0,-3.0,34.60497267759564,34.6,37.6
7_7,-12.958197973424099,-38.632048793560024,8.0,11.0,-3.0,34.60218579234974,34.6,37.6
7_8,-12.958197973424099,-38.62306564071883,8.0,11.0,-3.0,34.56743169398905,34.6,37.6
7_9,-12.958197973424099,-38.61408248787763,8.0,11.0,-3.0,34.61530054644809,34.6,37.6
7_10,-12.958197973424099,-38.605099335036435,0.0,0.0,0.0,31.9,31.9,
7_11,-12.958197973424099,-38.596116182195246,0.0,0.0,0.0,31.9,31.9,
7_12,-12.958197973424099,-38.58713302935405,0.0,0.0,0.0,31.9,31.9,
7_13,-12.958197973424099,-38.57814987651285,0.0,0.0,0.0,31.9,31.9,
7_14,-12.958197973424099,-38.56916672367166,0.0,0.0,0.0,31.9,31.9,
7_15,-12.958197973424099,-38.56018357083046,0.0,0.0,0.0,31.9,31.9,
7_16,-12.958197973424099,-38.551200417989264,0.0,0.0,0.0,31.9,31.9,
7_17,-12.958197973424099,-38.542217265148075,0.0,0.0,0.0,31.9,31.9,
7_18,-12.958197973424099,-38.53323411230688,0.0,0.0,0.0,31.9,31.9,
7_19,-12.958197973424099,-38.52425095946568,0.0,0.0,0.0,31.9,31.9,
7_20,-12.958197973424099,-38.515267806624486,0.0,0.0,0.0,31.9,31.9,
7_21,-12.958197973424099,-38.50628465378329,0.0,0.0,0.0,31.9,31.9,
7_22,-12.958197973424099,-38.49730150094209,4.0,3.0,1.0,37.37338797814208,37.3,37.8
7_23,-12.958197973424099,-38.4883183481009,4.0,3.0,1.0,37.39598360655738,37.3,37.8
7_24,-12.958197973424099,-38.47933519525971,4.0,3.0,1.0,37.42109289617485,37.4,37.8
7_25,-12.958197973424099,-38.47035204241851,8.0,11.0,-3.0,34.87672131147538,34.9,37.8
7_26,-12.958197973424099,-38.461368889577315,8.0,11.0,-3.0,34.834945355191266,34.8,37.8
7_27,-12.958197973424099,-38.45238573673612,8.0,11.0,-3.0,34.8039890710382,34.8,37.8
7_28,-12.958197973424099,-38.44340258389492,8.0,11.0,-3.0,34.81344262295083,34.8,37.8
7_29,-12.958197973424099,-38.434419431053726,8.0,11.0,-3.0,34.793196721311496,34.8,37.8
7_30,-12.958197973424099,-38.42543627821254,8.0,11.0,-3.0,34.721448087431696,34.7,37.8
7_31,-12.958197973424099,-38.41645312537134,8.0,11.0,-3.0,34.68401639344261,34.7,37.8
7_32,-12.958197973424099,-38.407469972530144,8.0,11.0,-3.0,34.70010928961747,34.7,37.8
7_33,-12.958197973424099,-38.39848681968895,4.0,3.0,1.0,37.33357923497267,37.209999999999994,37.8
7_34,-12.958197973424099,-38.38950366684775,0.0,0.0,0.0,31.9,31.9,
7_35,-12.958197973424099,-38.380520514006555,0.0,0.0,0.0,31.9,31.9,
7_36,-12.958197973424099,-38.37153736116536,0.0,0.0,0.0,31.9,31.9,
7_37,-12.958197973424099,-38.36255420832417,0.0,0.0,0.0,31.9,31.9,
7_38,-12.958197973424099,-38.35357105548297,0.0,0.0,0.0,31.9,31.9,
7_39,-12.958197973424099,-38.34458790264178,0.0,0.0,0.0,31.9,31.9,
7_40,-12.958197973424099,-38.33560474980058,0.0,0.0,0.0,31.9,31.9,
7_41,-12.958197973424099,-38.326621596959384,0.0,0.0,0.0,31.9,31.9,
7_42,-12.958197973424099,-38.31763844411819,0.0,0.0,0.0,31.9,31.9,
7_43,-12.958197973424099,-38.308655291277,0.0,0.0,0.0,31.9,31.9,
8_0,-12.949214820582903,-38.69493086344839,0.0,0.0,0.0,31.9,31.9,
8_1,-12.949214820582903,-38.685947710607195,0.0,0.0,0.0,31.9,31.9,
8_2,-12.949214820582903,-38.676964557766,8.0,10.0,-2.0,34.55855191256831,34.5,37.6
8_3,-12.949214820582903,-38.6679814049248,8.0,11.0,-3.0,34.60699453551912,34.6,37.6
8_4,-12.949214820582903,-38.658998252083606,8.0,11.0,-3.0,34.59923497267761,34.6,37.6
8_5,-12.949214820582903,-38.65001509924242,8.0,11.0,-3.0,34.60896174863391,34.6,37.6
8_6,-12.949214820582903,-38.64103194640122,8.0,10.0,-2.0,34.593879781420775,34.6,37.6
8_7,-12.949214820582903,-38.632048793560024,8.0,10.0,-2.0,34.602377049180355,34.6,37.6
8_8,-12.949214820582903,-38.62306564071883,8.0,11.0,-3.0,34.56825136612023,34.5,37.6
8_9,-12.949214820582903,-38.61408248787763,0.0,0.0,0.0,31.9,31.9,
8_10,-12.949214820582903,-38.605099335036435,0.0,0.0,0.0,31.9,31.9,
8_11,-12.949214820582903,-38.596116182195246,0.0,0.0,0.0,31.9,31.9,
8_12,-12.949214820582903,-38.58713302935405,0.0,0.0,0.0,31.9,31.9,
8_13,-12.949214820582903,-38.57814987651285,0.0,0.0,0.0,31.9,31.9,
8_14,-12.949214820582903,-38.56916672367166,0.0,0.0,0.0,31.9,31.9,
8_15,-12.949214820582903,-38.56018357083046,0.0,0.0,0.0,31.9,31.9,
8_16,-12.949214820582903,-38.551200417989264,0.0,0.0,0.0,31.9,31.9,
8_17,-12.949214820582903,-38.542217265148075,0.0,0.0,0.0,31.9,31.9,
8_18,-12.949214820582903,-38.53323411230688,0.0,0.0,0.0,31.9,31.9,
8_19,-12.949214820582903,-38.52425095946568,0.0,0.0,0.0,31.9,31.9,
8_20,-12.949214820582903,-38.515267806624486,0.0,0.0,0.0,31.9,31.9,
8_21,-12.949214820582903,-38.50628465378329,0.0,0.0,0.0,31.9,31.9,
8_22,-12.949214820582903,-38.49730150094209,4.0,3.0,1.0,37.4785792349727,37.4,37.8
8_23,-12.949214820582903,-38.4883183481009,8.0,13.0,-5.0,34.9509016393443,35.0,37.8
8_24,-12.949214820582903,-38.47933519525971,8.0,11.0,-3.0,34.90953551912571,34.9,37.8
8_25,-12.949214820582903,-38.47035204241851,8.0,11.0,-3.0,34.84948087431692,34.9,37.8
8_26,-12.949214820582903,-38.461368889577315,8.0,11.0,-3.0,34.8568032786885,34.9,37.8
8_27,-12.949214820582903,-38.45238573673612,8.0,11.0,-3.0,34.8568032786885,34.9,37.8
8_28,-12.949214820582903,-38.44340258389492,8.0,11.0,-3.0,34.8754644808743,34.9,37.8
8_29,-12.949214820582903,-38.434419431053726,8.0,11.0,-3.0,34.87131147540987,34.9,37.8
8_30,-12.949214820582903,-38.42543627821254,8.0,11.0,-3.0,34.81748633879781,34.8,37.8
8_31,-12.949214820582903,-38.41645312537134,8.0,11.0,-3.0,34.80193989071041,34.8,37.8
8_32,-12.949214820582903,-38.407469972530144,8.0,11.0,-3.0,34.75136612021854,34.8,37.8
8_33,-12.949214820582903,-38.39848681968895,8.0,11.0,-3.0,34.76486338797816,34.8,37.9
8_34,-12.949214820582903,-38.38950366684775,8.0,11.0,-3.0,34.79557377049179,34.8,37.9
8_35,-12.949214820582903,-38.380520514006555,8.0,11.0,-3.0,34.84467213114755,34.8,37.9
8_36,-12.949214820582903,-38.37153736116536,8.0,11.0,-3.0,34.90825136612024,34.9,37.9
8_37,-12.949214820582903,-38.36255420832417,8.0,11.0,-3.0,34.93081967213117,34.9,37.9
8_38,-12.949214820582903,-38.35357105548297,8.0,11.0,-3.0,34.90489071038251,34.9,37.9
8_39,-12.949214820582903,-38.34458790264178,8.0,11.0,-3.0,34.883743169398905,34.9,37.9
8_40,-12.949214820582903,-38.33560474980058,0.0,0.0,0.0,31.9,31.9,
8_41,-12.949214820582903,-38.326621596959384,0.0,0.0,0.0,31.9,31.9,
8_42,-12.949214820582903,-38.31763844411819,0.0,0.0,0.0,31.9,31.9,
8_43,-12.949214820582903,-38.308655291277,0.0,0.0,0.0,31.9,31.9,
9_0,-12.940231667741708,-38.69493086344839,0.0,0.0,0.0,31.9,31.9,
9_1,-12.940231667741708,-38.685947710607195,0.0,0.0,0.0,31.9,31.9,
9_2,-12.940231667741708,-38.676964557766,0.0,0.0,0.0,31.9,31.9,
9_3,-12.940231667741708,-38.6679814049248,8.0,11.0,-3.0,34.61612021857925,34.6,37.6
9_4,-12.940231667741708,-38.658998252083606,8.0,11.0,-3.0,34.60377049180329,34.6,37.6
9_5,-12.940231667741708,-38.65001509924242,8.0,11.0,-3.0,34.59456284153007,34.6,37.6
9_6,-12.940231667741708,-38.64103194640122,8.0,10.0,-2.0,34.595136612021854,34.6,37.6
9_7,-12.940231667741708,-38.632048793560024,8.0,11.0,-3.0,34.60396174863389,34.6,37.6
9_8,-12.940231667741708,-38.62306564071883,8.0,11.0,-3.0,34.59765027322406,34.6,37.6
9_9,-12.940231667741708,-38.61408248787763,8.0,11.0,-3.0,34.59765027322406,34.6,37.6
9_10,-12.940231667741708,-38.605099335036435,0.0,0.0,0.0,31.9,31.9,
9_11,-12.940231667741708,-38.596116182195246,0.0,0.0,0.0,31.9,31.9,
9_12,-12.940231667741708,-38.58713302935405,0.0,0.0,0.0,31.9,31.9,
9_13,-12.940231667741708,-38.57814987651285,0.0,0.0,0.0,31.9,31.9,
9_14,-12.940231667741708,-38.56916672367166,0.0,0.0,0.0,31.9,31.9,
9_15,-12.940231667741708,-38.56018357083046,0.0,0.0,0.0,31.9,31.9,
9_16,-12.940231667741708,-38.551200417989264,0.0,0.0,0.0,31.9,31.9,
9_17,-12.940231667741708,-38.542217265148075,0.0,0.0,0.0,31.9,31.9,
9_18,-12.940231667741708,-38.53323411230688,0.0,0.0,0.0,31.9,31.9,
9_19,-12.940231667741708,-38.52425095946568,0.0,0.0,0.0,31.9,31.9,
9_20,-12.940231667741708,-38.515267806624486,0.0,0.0,0.0,31.9,31.9,
9_21,-12.940231667741708,-38.50628465378329,0.0,0.0,0.0,31.9,31.9,
9_22,-12.940231667741708,-38.49730150094209,7.0,13.0,-6.0,34.974781420765076,35.0,37.8
9_23,-12.940231667741708,-38.4883183481009,8.0,13.0,-5.0,34.89860655737707,34.9,37.8
9_24,-12.940231667741708,-38.47933519525971,8.0,11.0,-3.0,34.8894535519126,34.9,37.8
9_25,-12.940231667741708,-38.47035204241851,8.0,11.0,-3.0,34.8894535519126,34.9,37.8
9_26,-12.940231667741708,-38.461368889577315,8.0,11.0,-3.0,34.83808743169397,34.8,37.8
9_27,-12.940231667741708,-38.45238573673612,8.0,11.0,-3.0,34.820409836065544,34.9,37.8
9_28,-12.940231667741708,-38.44340258389492,8.0,11.0,-3.0,34.82846994535517,34.8,37.8
9_29,-12.940231667741708,-38.434419431053726,8.0,11.0,-3.0,34.829289617486296,34.9,37.8
9_30,-12.940231667741708,-38.42543627821254,8.0,11.0,-3.0,34.81095628415301,34.8,37.8
9_31,-12.940231667741708,-38.41645312537134,8.0,11.0,-3.0,34.792131147541006,34.8,37.8
9_32,-12.940231667741708,-38.407469972530144,8.0,11.0,-3.0,34.75571038251368,34.7,37.8
9_33,-12.940231667741708,-38.39848681968895,8.0,11.0,-3.0,34.7609016393443,34.8,37.9
9_34,-12.940231667741708,-38.38950366684775,8.0,11.0,-3.0,34.79587431693992,34.8,37.9
9_35,-12.940231667741708,-38.380520514006555,8.0,11.0,-3.0,34.873497267759525,34.9,37.9
9_36,-12.940231667741708,-38.37153736116536,8.0,11.0,-3.0,34.917377049180345,34.9,37.9
9_37,-12.940231667741708,-38.36255420832417,8.0,11.0,-3.0,34.949098360655746,34.9,37.9
9_38,-12.940231667741708,-38.35357105548297,8.0,11.0,-3.0,34.90532786885248,34.9,37.9
9_39,-12.940231667741708,-38.34458790264178,8.0,11.0,-3.0,34.88297814207653,34.9,37.9
9_40,-12.940231667741708,-38.33560474980058,8.0,11.0,-3.0,34.84724043715852,34.8,37.9
9_41,-12.940231667741708,-38.326621596959384,0.0,0.0,0.0,31.9,31.9,
9_42,-12.940231667741708,-38.31763844411819,0.0,0.0,0.0,31.9,31.9,
9_43,-12.940231667741708,-38.308655291277,0.0,0.0,0.0,31.9,31.9,
10_0,-12.931248514900513,-38.69493086344839,0.0,0.0,0.0,31.9,31.9,
10_1,-12.931248514900513,-38.685947710607195,0.0,0.0,0.0,31.9,31.9,
10_2,-12.931248514900513,-38.676964557766,0.0,0.0,0.0,31.9,31.9,
10_3,-12.931248514900513,-38.6679814049248,4.0,3.0,1.0,37.147377049180356,37.10999999999999,37.6
10_4,-12.931248514900513,-38.658998252083606,8.0,11.0,-3.0,34.60434426229511,34.6,37.6
10_5,-12.931248514900513,-38.65001509924242,8.0,11.0,-3.0,34.57898907103823,34.6,37.6
10_6,-12.931248514900513,-38.64103194640122,8.0,11.0,-3.0,34.56803278688525,34.6,37.6
10_7,-12.931248514900513,-38.632048793560024,8.0,11.0,-3.0,34.56803278688525,34.6,37.6
10_8,-12.931248514900513,-38.62306564071883,8.0,10.0,-2.0,34.568524590163946,34.6,37.6
10_9,-12.931248514900513,-38.61408248787763,0.0,0.0,0.0,31.9,31.9,
10_10,-12.931248514900513,-38.605099335036435,0.0,0.0,0.0,31.9,31.9,
10_11,-12.931248514900513,-38.596116182195246,0.0,0.0,0.0,31.9,31.9,
10_12,-12.931248514900513,-38.58713302935405,0.0,0.0,0.0,31.9,31.9,
10_13,-12.931248514900513,-38.57814987651285,0.0,0.0,0.0,31.9,31.9,
10_14,-12.931248514900513,-38.56916672367166,0.0,0.0,0.0,31.9,31.9,
10_15,-12.931248514900513,-38.56018357083046,0.0,0.0,0.0,31.9,31.9,
10_16,-12.931248514900513,-38.551200417989264,0.0,0.0,0.0,31.9,31.9,
10_17,-12.931248514900513,-38.542217265148075,0.0,0.0,0.0,31.9,31.9,
10_18,-12.931248514900513,-38.53323411230688,0.0,0.0,0.0,31.9,31.9,
10_19,-12.931248514900513,-38.52425095946568,0.0,0.0,0.0,31.9,31.9,
10_20,-12.931248514900513,-38.515267806624486,0.0,0.0,0.0,31.9,31.9,
10_21,-12.931248514900513,-38.50628465378329,0.0,0.0,0.0,31.9,31.9,
10_22,-12.931248514900513,-38.49730150094209,4.0,3.0,1.0,37.4104918032787,37.3,37.8
10_23,-12.931248514900513,-38.4883183481009,8.0,11.0,-3.0,34.85795081967211,34.8,37.8
10_24,-12.931248514900513,-38.47933519525971,4.0,3.0,1.0,37.380792349726796,37.3,37.8
10_25,-12.931248514900513,-38.47035204241851,8.0,12.0,-4.0,34.85896174863384,34.9,37.8
10_26,-12.931248514900513,-38.461368889577315,8.0,12.0,-4.0,34.847431693989094,34.9,37.8
10_27,-12.931248514900513,-38.45238573673612,8.0,11.0,-3.0,34.817377049180315,34.8,37.8
10_28,-12.931248514900513,-38.44340258389492,8.0,11.0,-3.0,34.83049180327868,34.9,37.8
10_29,-12.931248514900513,-38.434419431053726,8.0,11.0,-3.0,34.826092896174835,34.9,37.8
10_30,-12.931248514900513,-38.42543627821254,8.0,11.0,-3.0,34.77193989071039,34.8,37.8
10_31,-12.931248514900513,-38.41645312537134,8.0,11.0,-3.0,34.75920765027323,34.8,37.8
10_32,-12.931248514900513,-38.407469972530144,8.0,11.0,-3.0,34.72614754098362,34.7,37.8
10_33,-12.931248514900513,-38.39848681968895,8.0,11.0,-3.0,34.73284153005467,34.7,37.9
10_34,-12.931248514900513,-38.38950366684775,8.0,11.0,-3.0,34.780054644808764,34.8,37.9
10_35,-12.931248514900513,-38.380520514006555,8.0,11.0,-3.0,34.86926229508193,34.8,37.9
10_36,-12.931248514900513,-38.37153736116536,8.0,11.0,-3.0,34.925491803278696,34.9,37.9
10_37,-12.931248514900513,-38.36255420832417,8.0,11.0,-3.0,34.9619398907104,35.0,37.9
10_38,-12.931248514900513,-38.35357105548297,8.0,11.0,-3.0,34.9619398907104,35.0,37.9
10_39,-12.931248514900513,-38.34458790264178,8.0,11.0,-3.0,34.949726775956314,34.9,37.9
10_40,-12.931248514900513,-38.33560474980058,8.0,11.0,-3.0,34.84002732240442,34.8,37.9
10_41,-12.931248514900513,-38.326621596959384,8.0,11.0,-3.0,34.819754098360654,34.8,37.9
10_42,-12.931248514900513,-38.31763844411819,0.0,0.0,0.0,31.9,31.9,
10_43,-12.931248514900513,-38.308655291277,0.0,0.0,0.0,31.9,31.9,
11_0,-12.922265362059317,-38.69493086344839,0.0,0.0,0.0,31.9,31.9,
11_1,-12.922265362059317,-38.685947710607195,0.0,0.0,0.0,31.9,31.9,
11_2,-12.922265362059317,-38.676964557766,0.0,0.0,0.0,31.9,31.9,
11_3,-12.922265362059317,-38.6679814049248,8.0,11.0,-3.0,34.628087431694,34.7,37.6
11_4,-12.922265362059317,-38.658998252083606,8.0,11.0,-3.0,34.60972677595631,34.6,37.6
11_5,-12.922265362059317,-38.65001509924242,8.0,11.0,-3.0,34.60972677595631,34.6,37.6
11_6,-12.922265362059317,-38.64103194640122,8.0,10.0,-2.0,34.568442622950805,34.6,37.6
11_7,-12.922265362059317,-38.632048793560024,8.0,10.0,-2.0,34.57177595628416,34.6,37.6
11_8,-12.922265362059317,-38.62306564071883,0.0,0.0,0.0,31.9,31.9,
11_9,-12.922265362059317,-38.61408248787763,0.0,0.0,0.0,31.9,31.9,
11_10,-12.922265362059317,-38.605099335036435,0.0,0.0,0.0,31.9,31.9,
11_11,-12.922265362059317,-38.596116182195246,0.0,0.0,0.0,31.9,31.9,
11_12,-12.922265362059317,-38.58713302935405,0.0,0.0,0.0,31.9,31.9,
11_13,-12.922265362059317,-38.57814987651285,0.0,0.0,0.0,31.9,31.9,
11_14,-12.922265362059317,-38.56916672367166,0.0,0.0,0.0,31.9,31.9,
11_15,-12.922265362059317,-38.56018357083046,0.0,0.0,0.0,31.9,31.9,
11_16,-12.922265362059317,-38.551200417989264,0.0,0.0,0.0,31.9,31.9,
11_17,-12.922265362059317,-38.542217265148075,0.0,0.0,0.0,31.9,31.9,
11_18,-12.922265362059317,-38.53323411230688,0.0,0.0,0.0,31.9,31.9,
11_19,-12.922265362059317,-38.52425095946568,0.0,0.0,0.0,31.9,31.9,
11_20,-12.922265362059317,-38.515267806624486,0.0,0.0,0.0,31.9,31.9,
11_21,-12.922265362059317,-38.50628465378329,0.0,0.0,0.0,31.9,31.9,
11_22,-12.922265362059317,-38.49730150094209,0.0,0.0,0.0,31.9,31.9,
11_23,-12.922265362059317,-38.4883183481009,0.0,0.0,0.0,31.9,31.9,
11_24,-12.922265362059317,-38.47933519525971,4.0,3.0,1.0,37.33989071038249,37.3,37.8
11_25,-12.922265362059317,-38.47035204241851,4.0,3.0,1.0,37.37560109289617,37.3,37.8
11_26,-12.922265362059317,-38.461368889577315,8.0,10.0,-2.0,34.82956284153005,34.9,37.8
11_27,-12.922265362059317,-38.45238573673612,8.0,10.0,-2.0,34.82874316939893,34.8,37.8
11_28,-12.922265362059317,-38.44340258389492,8.0,11.0,-3.0,34.82196721311477,34.8,37.8
11_29,-12.922265362059317,-38.434419431053726,8.0,11.0,-3.0,34.813661202185806,34.8,37.8
11_30,-12.922265362059317,-38.42543627821254,8.0,11.0,-3.0,34.77986338797815,34.8,37.8
11_31,-12.922265362059317,-38.41645312537134,8.0,11.0,-3.0,34.754836065573784,34.8,37.8
11_32,-12.922265362059317,-38.407469972530144,8.0,11.0,-3.0,34.70617486338801,34.7,37.8
11_33,-12.922265362059317,-38.39848681968895,8.0,11.0,-3.0,34.72281420765026,34.7,37.9
11_34,-12.922265362059317,-38.38950366684775,8.0,11.0,-3.0,34.76199453551911,34.8,37.9
11_35,-12.922265362059317,-38.380520514006555,8.0,11.0,-3.0,34.84437158469944,34.8,37.9
11_36,-12.922265362059317,-38.37153736116536,8.0,11.0,-3.0,34.84437158469944,34.8,37.9
11_37,-12.922265362059317,-38.36255420832417,8.0,11.0,-3.0,34.9268306010929,34.9,37.9
11_38,-12.922265362059317,-38.35357105548297,8.0,11.0,-3.0,34.97215846994537,35.0,37.9
11_39,-12.922265362059317,-38.34458790264178,8.0,11.0,-3.0,34.98385245901639,35.0,37.9
11_40,-12.922265362059317,-38.33560474980058,8.0,11.0,-3.0,34.93136612021857,34.9,37.9
11_41,-12.922265362059317,-38.326621596959384,8.0,11.0,-3.0,34.895819672131154,34.9,37.9
11_42,-12.922265362059317,-38.31763844411819,8.0,11.0,-3.0,34.859535519125686,34.8,37.9
11_43,-12.922265362059317,-38.308655291277,0.0,0.0,0.0,31.9,31.9,
12_0,-12.913282209218123,-38.69493086344839,0.0,0.0,0.0,31.9,31.9,
12_1,-12.913282209218123,-38.685947710607195,8.0,10.0,-2.0,34.61081967213118,34.6,37.6
12_2,-12.913282209218123,-38.676964557766,8.0,10.0,-2.0,34.61278688524593,34.6,37.6
12_3,-12.913282209218123,-38.6679814049248,8.0,10.0,-2.0,34.61278688524593,34.6,37.6
12_4,-12.913282209218123,-38.658998252083606,8.0,10.0,-2.0,34.605655737704936,34.6,37.6
12_5,-12.913282209218123,-38.65001509924242,8.0,11.0,-3.0,34.59980874316943,34.6,37.6
12_6,-12.913282209218123,-38.64103194640122,8.0,11.0,-3.0,34.567185792349726,34.5,37.6
12_7,-12.913282209218123,-38.632048793560024,8.0,11.0,-3.0,34.611857923497276,34.6,37.6
12_8,-12.913282209218123,-38.62306564071883,0.0,0.0,0.0,31.9,31.9,
12_9,-12.913282209218123,-38.61408248787763,0.0,0.0,0.0,31.9,31.9,
12_10,-12.913282209218123,-38.605099335036435,0.0,0.0,0.0,31.9,31.9,
12_11,-12.913282209218123,-38.596116182195246,0.0,0.0,0.0,31.9,31.9,
12_12,-12.913282209218123,-38.58713302935405,0.0,0.0,0.0,31.9,31.9,
12_13,-12.913282209218123,-38.57814987651285,0.0,0.0,0.0,31.9,31.9,
12_14,-12.913282209218123,-38.56916672367166,0.0,0.0,0.0,31.9,31.9,
12_15,-12.913282209218123,-38.56018357083046,0.0,0.0,0.0,31.9,31.9,
12_16,-12.913282209218123,-38.551200417989264,0.0,0.0,0.0,31.9,31.9,
12_17,-12.913282209218123,-38.542217265148075,0.0,0.0,0.0,31.9,31.9,
12_18,-12.913282209218123,-38.53323411230688,0.0,0.0,0.0,31.9,31.9,
12_19,-12.913282209218123,-38.52425095946568,0.0,0.0,0.0,31.9,31.9,
12_20,-12.913282209218123,-38.515267806624486,0.0,0.0,0.0,31.9,31.9,
12_21,-12.913282209218123,-38.50628465378329,0.0,0.0,0.0,31.9,31.9,
12_22,-12.913282209218123,-38.49730150094209,0.0,0.0,0.0,31.9,31.9,
12_23,-12.913282209218123,-38.4883183481009,0.0,0.0,0.0,31.9,31.9,
12_24,-12.913282209218123,-38.47933519525971,4.0,3.0,1.0,37.36278688524591,37.3,37.8
12_25,-12.913282209218123,-38.47035204241851,8.0,11.0,-3.0,34.77934426229511,34.8,37.8
12_26,-12.913282209218123,-38.461368889577315,8.0,10.0,-2.0,34.817213114754075,34.8,37.8
12_27,-12.913282209218123,-38.45238573673612,8.0,10.0,-2.0,34.839972677595625,34.9,37.8
12_28,-12.913282209218123,-38.44340258389492,8.0,11.0,-3.0,34.830054644808754,34.8,37.8
12_29,-12.913282209218123,-38.434419431053726,8.0,11.0,-3.0,34.83620218579234,34.9,37.8
12_30,-12.913282209218123,-38.42543627821254,8.0,11.0,-3.0,34.81002732240441,34.8,37.8
12_31,-12.913282209218123,-38.41645312537134,8.0,11.0,-3.0,34.77464480874318,34.8,37.8
12_32,-12.913282209218123,-38.407469972530144,8.0,11.0,-3.0,34.74101092896177,34.7,37.8
12_33,-12.913282209218123,-38.39848681968895,8.0,11.0,-3.0,34.74101092896177,34.7,37.8
12_34,-12.913282209218123,-38.38950366684775,8.0,11.0,-3.0,34.74306010928964,34.7,37.9
12_35,-12.913282209218123,-38.380520514006555,8.0,11.0,-3.0,34.76540983606558,34.7,37.9
12_36,-12.913282209218123,-38.37153736116536,8.0,11.0,-3.0,34.81327868852461,34.8,37.9
12_37,-12.913282209218123,-38.36255420832417,8.0,11.0,-3.0,34.90379781420764,34.9,37.9
12_38,-12.913282209218123,-38.35357105548297,8.0,12.0,-4.0,34.96543715846993,34.9,37.9
12_39,-12.913282209218123,-38.34458790264178,8.0,11.0,-3.0,34.99243169398905,35.0,37.9
12_40,-12.913282209218123,-38.33560474980058,8.0,12.0,-4.0,34.9763387978142,35.0,37.9
12_41,-12.913282209218123,-38.326621596959384,8.0,12.0,-4.0,34.94510928961748,34.9,37.9
12_42,-12.913282209218123,-38.31763844411819,8.0,11.0,-3.0,34.892158469945386,34.9,37.9
12_43,-12.913282209218123,-38.308655291277,0.0,0.0,0.0,31.9,31.9,
13_0,-12.904299056376926,-38.69493086344839,0.0,0.0,0.0,31.9,31.9,
13_1,-12.904299056376926,-38.685947710607195,0.0,0.0,0.0,31.9,31.9,
13_2,-12.904299056376926,-38.676964557766,8.0,10.0,-2.0,34.62688524590168,34.6,37.6
13_3,-12.904299056376926,-38.6679814049248,8.0,10.0,-2.0,34.61696721311474,34.6,37.6
13_4,-12.904299056376926,-38.658998252083606,8.0,10.0,-2.0,34.60218579234973,34.6,37.6
13_5,-12.904299056376926,-38.65001509924242,8.0,10.0,-2.0,34.58486338797814,34.6,37.6
13_6,-12.904299056376926,-38.64103194640122,0.0,0.0,0.0,31.9,31.9,
13_7,-12.904299056376926,-38.632048793560024,0.0,0.0,0.0,31.9,31.9,
13_8,-12.904299056376926,-38.62306564071883,0.0,0.0,0.0,31.9,31.9,
13_9,-12.904299056376926,-38.61408248787763,0.0,0.0,0.0,31.9,31.9,
13_10,-12.904299056376926,-38.605099335036435,0.0,0.0,0.0,31.9,31.9,
13_11,-12.904299056376926,-38.596116182195246,0.0,0.0,0.0,31.9,31.9,
13_12,-12.904299056376926,-38.58713302935405,0.0,0.0,0.0,31.9,31.9,
13_13,-12.904299056376926,-38.57814987651285,0.0,0.0,0.0,31.9,31.9,
13_14,-12.904299056376926,-38.56916672367166,0.0,0.0,0.0,31.9,31.9,
13_15,-12.904299056376926,-38.56018357083046,0.0,0.0,0.0,31.9,31.9,
13_16,-12.904299056376926,-38.551200417989264,0.0,0.0,0.0,31.9,31.9,
13_17,-12.904299056376926,-38.542217265148075,0.0,0.0,0.0,31.9,31.9,
13_18,-12.904299056376926,-38.53323411230688,0.0,0.0,0.0,31.9,31.9,
13_19,-12.904299056376926,-38.52425095946568,0.0,0.0,0.0,31.9,31.9,
13_20,-12.904299056376926,-38.515267806624486,0.0,0.0,0.0,31.9,31.9,
13_21,-12.904299056376926,-38.50628465378329,0.0,0.0,0.0,31.9,31.9,
13_22,-12.904299056376926,-38.49730150094209,0.0,0.0,0.0,31.9,31.9,
13_23,-12.904299056376926,-38.4883183481009,0.0,0.0,0.0,31.9,31.9,
13_24,-12.904299056376926,-38.47933519525971,4.0,3.0,1.0,37.34295081967214,37.3,37.8
13_25,-12.904299056376926,-38.47035204241851,8.0,11.0,-3.0,34.75133879781424,34.8,37.8
