pixel_id,latitude,longitude,reference_percentile,heat_days,threshold_used,temperature_trend,seasonal_means,annual_max,annual_min,annual_range
6_23,-12.967181126265293,-38.434419431053726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_24,-12.967181126265293,-38.42543627821254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_25,-12.967181126265293,-38.41645312537134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_26,-12.967181126265293,-38.407469972530144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_27,-12.967181126265293,-38.39848681968895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_28,-12.967181126265293,-38.38950366684775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_29,-12.967181126265293,-38.380520514006555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_30,-12.967181126265293,-38.37153736116536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_31,-12.967181126265293,-38.36255420832417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_32,-12.967181126265293,-38.35357105548297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_33,-12.967181126265293,-38.34458790264178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_34,-12.967181126265293,-38.33560474980058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_35,-12.967181126265293,-38.326621596959384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_36,-12.967181126265293,-38.31763844411819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_37,-12.967181126265293,-38.308655291277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_0,-12.958197973424099,-38.69493086344839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_1,-12.958197973424099,-38.685947710607195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_2,-12.958197973424099,-38.676964557766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_3,-12.958197973424099,-38.6679814049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_4,-12.958197973424099,-38.658998252083606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_5,-12.958197973424099,-38.65001509924242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_6,-12.958197973424099,-38.64103194640122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_7,-12.958197973424099,-38.632048793560024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_8,-12.958197973424099,-38.62306564071883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_9,-12.958197973424099,-38.61408248787763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_10,-12.958197973424099,-38.605099335036435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_11,-12.958197973424099,-38.542217265148075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_12,-12.958197973424099,-38.53323411230688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_13,-12.958197973424099,-38.52425095946568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_14,-12.958197973424099,-38.515267806624486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_15,-12.958197973424099,-38.50628465378329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_16,-12.958197973424099,-38.49730150094209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_17,-12.958197973424099,-38.4883183481009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_18,-12.958197973424099,-38.47933519525971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_19,-12.958197973424099,-38.47035204241851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_20,-12.958197973424099,-38.461368889577315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_21,-12.958197973424099,-38.45238573673612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_22,-12.958197973424099,-38.44340258389492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_23,-12.958197973424099,-38.434419431053726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_24,-12.958197973424099,-38.42543627821254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_25,-12.958197973424099,-38.41645312537134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_26,-12.958197973424099,-38.407469972530144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_27,-12.958197973424099,-38.39848681968895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_28,-12.958197973424099,-38.38950366684775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_29,-12.958197973424099,-38.380520514006555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_30,-12.958197973424099,-38.37153736116536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_31,-12.958197973424099,-38.36255420832417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_32,-12.958197973424099,-38.35357105548297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_33,-12.958197973424099,-38.34458790264178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_34,-12.958197973424099,-38.33560474980058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_35,-12.958197973424099,-38.326621596959384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_36,-12.958197973424099,-38.31763844411819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_37,-12.958197973424099,-38.308655291277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_0,-12.949214820582903,-38.69493086344839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_1,-12.949214820582903,-38.685947710607195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_2,-12.949214820582903,-38.676964557766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_3,-12.949214820582903,-38.6679814049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_4,-12.949214820582903,-38.658998252083606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_5,-12.949214820582903,-38.65001509924242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_6,-12.949214820582903,-38.64103194640122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_7,-12.949214820582903,-38.632048793560024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_8,-12.949214820582903,-38.62306564071883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_9,-12.949214820582903,-38.61408248787763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_10,-12.949214820582903,-38.605099335036435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_11,-12.949214820582903,-38.542217265148075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_12,-12.949214820582903,-38.53323411230688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_13,-12.949214820582903,-38.52425095946568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_14,-12.949214820582903,-38.515267806624486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_15,-12.949214820582903,-38.50628465378329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_16,-12.949214820582903,-38.49730150094209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_17,-12.949214820582903,-38.4883183481009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_18,-12.949214820582903,-38.47933519525971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_19,-12.949214820582903,-38.47035204241851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_20,-12.949214820582903,-38.461368889577315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_21,-12.949214820582903,-38.45238573673612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_22,-12.949214820582903,-38.44340258389492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_23,-12.949214820582903,-38.434419431053726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_24,-12.949214820582903,-38.42543627821254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_25,-12.949214820582903,-38.41645312537134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_26,-12.949214820582903,-38.407469972530144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_27,-12.949214820582903,-38.39848681968895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_28,-12.949214820582903,-38.38950366684775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_29,-12.949214820582903,-38.380520514006555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_30,-12.949214820582903,-38.37153736116536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_31,-12.949214820582903,-38.36255420832417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_32,-12.949214820582903,-38.35357105548297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_33,-12.949214820582903,-38.34458790264178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_34,-12.949214820582903,-38.33560474980058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_35,-12.949214820582903,-38.326621596959384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_36,-12.949214820582903,-38.31763844411819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_37,-12.949214820582903,-38.308655291277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_0,-12.940231667741708,-38.69493086344839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_1,-12.940231667741708,-38.685947710607195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_2,-12.940231667741708,-38.676964557766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_3,-12.940231667741708,-38.6679814049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_4,-12.940231667741708,-38.658998252083606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_5,-12.940231667741708,-38.65001509924242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_6,-12.940231667741708,-38.64103194640122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_7,-12.940231667741708,-38.632048793560024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_8,-12.940231667741708,-38.62306564071883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_9,-12.940231667741708,-38.61408248787763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_10,-12.940231667741708,-38.605099335036435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_11,-12.940231667741708,-38.542217265148075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_12,-12.940231667741708,-38.53323411230688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_13,-12.940231667741708,-38.52425095946568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_14,-12.940231667741708,-38.515267806624486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_15,-12.940231667741708,-38.50628465378329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_16,-12.940231667741708,-38.49730150094209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_17,-12.940231667741708,-38.4883183481009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_18,-12.940231667741708,-38.47933519525971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_19,-12.940231667741708,-38.47035204241851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_20,-12.940231667741708,-38.461368889577315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_21,-12.940231667741708,-38.45238573673612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_22,-12.940231667741708,-38.44340258389492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_23,-12.940231667741708,-38.434419431053726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_24,-12.940231667741708,-38.42543627821254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_25,-12.940231667741708,-38.41645312537134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_26,-12.940231667741708,-38.407469972530144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_27,-12.940231667741708,-38.39848681968895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_28,-12.940231667741708,-38.38950366684775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_29,-12.940231667741708,-38.380520514006555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_30,-12.940231667741708,-38.37153736116536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_31,-12.940231667741708,-38.36255420832417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_32,-12.940231667741708,-38.35357105548297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_33,-12.940231667741708,-38.34458790264178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_34,-12.940231667741708,-38.33560474980058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_35,-12.940231667741708,-38.326621596959384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_36,-12.940231667741708,-38.31763844411819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_37,-12.940231667741708,-38.308655291277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_0,-12.931248514900513,-38.69493086344839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_1,-12.931248514900513,-38.685947710607195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_2,-12.931248514900513,-38.676964557766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_3,-12.931248514900513,-38.6679814049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_4,-12.931248514900513,-38.658998252083606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_5,-12.931248514900513,-38.65001509924242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_6,-12.931248514900513,-38.64103194640122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_7,-12.931248514900513,-38.632048793560024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_8,-12.931248514900513,-38.62306564071883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_9,-12.931248514900513,-38.61408248787763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_10,-12.931248514900513,-38.605099335036435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_11,-12.931248514900513,-38.542217265148075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_12,-12.931248514900513,-38.53323411230688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_13,-12.931248514900513,-38.52425095946568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_14,-12.931248514900513,-38.515267806624486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_15,-12.931248514900513,-38.50628465378329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_16,-12.931248514900513,-38.49730150094209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_17,-12.931248514900513,-38.4883183481009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_18,-12.931248514900513,-38.47933519525971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_19,-12.931248514900513,-38.47035204241851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_20,-12.931248514900513,-38.461368889577315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_21,-12.931248514900513,-38.45238573673612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_22,-12.931248514900513,-38.44340258389492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_23,-12.931248514900513,-38.434419431053726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_24,-12.931248514900513,-38.42543627821254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_25,-12.931248514900513,-38.41645312537134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_26,-12.931248514900513,-38.407469972530144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_27,-12.931248514900513,-38.39848681968895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_28,-12.931248514900513,-38.38950366684775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_29,-12.931248514900513,-38.380520514006555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_30,-12.931248514900513,-38.37153736116536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_31,-12.931248514900513,-38.36255420832417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_32,-12.931248514900513,-38.35357105548297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_33,-12.931248514900513,-38.34458790264178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_34,-12.931248514900513,-38.33560474980058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_35,-12.931248514900513,-38.326621596959384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_36,-12.931248514900513,-38.31763844411819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_37,-12.931248514900513,-38.308655291277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_0,-12.922265362059317,-38.69493086344839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_1,-12.922265362059317,-38.685947710607195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_2,-12.922265362059317,-38.676964557766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_3,-12.922265362059317,-38.6679814049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_4,-12.922265362059317,-38.658998252083606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_5,-12.922265362059317,-38.65001509924242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_6,-12.922265362059317,-38.64103194640122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_7,-12.922265362059317,-38.632048793560024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_8,-12.922265362059317,-38.62306564071883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_9,-12.922265362059317,-38.61408248787763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_10,-12.922265362059317,-38.605099335036435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_11,-12.922265362059317,-38.542217265148075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_12,-12.922265362059317,-38.53323411230688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_13,-12.922265362059317,-38.52425095946568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_14,-12.922265362059317,-38.515267806624486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_15,-12.922265362059317,-38.50628465378329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_16,-12.922265362059317,-38.49730150094209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_17,-12.922265362059317,-38.4883183481009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_18,-12.922265362059317,-38.47933519525971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_19,-12.922265362059317,-38.47035204241851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_20,-12.922265362059317,-38.461368889577315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_21,-12.922265362059317,-38.45238573673612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_22,-12.922265362059317,-38.44340258389492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_23,-12.922265362059317,-38.434419431053726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_24,-12.922265362059317,-38.42543627821254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_25,-12.922265362059317,-38.41645312537134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_26,-12.922265362059317,-38.407469972530144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_27,-12.922265362059317,-38.39848681968895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_28,-12.922265362059317,-38.38950366684775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_29,-12.922265362059317,-38.380520514006555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_30,-12.922265362059317,-38.37153736116536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_31,-12.922265362059317,-38.36255420832417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_32,-12.922265362059317,-38.35357105548297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_33,-12.922265362059317,-38.34458790264178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_34,-12.922265362059317,-38.33560474980058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_35,-12.922265362059317,-38.326621596959384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_36,-12.922265362059317,-38.31763844411819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_37,-12.922265362059317,-38.308655291277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_0,-12.913282209218123,-38.69493086344839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_1,-12.913282209218123,-38.685947710607195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_2,-12.913282209218123,-38.676964557766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_3,-12.913282209218123,-38.6679814049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_4,-12.913282209218123,-38.658998252083606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_5,-12.913282209218123,-38.65001509924242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_6,-12.913282209218123,-38.64103194640122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_7,-12.913282209218123,-38.632048793560024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_8,-12.913282209218123,-38.62306564071883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_9,-12.913282209218123,-38.61408248787763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_10,-12.913282209218123,-38.605099335036435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_11,-12.913282209218123,-38.542217265148075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_12,-12.913282209218123,-38.53323411230688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_13,-12.913282209218123,-38.52425095946568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_14,-12.913282209218123,-38.515267806624486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_15,-12.913282209218123,-38.50628465378329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_16,-12.913282209218123,-38.49730150094209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_17,-12.913282209218123,-38.4883183481009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_18,-12.913282209218123,-38.47933519525971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_19,-12.913282209218123,-38.47035204241851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_20,-12.913282209218123,-38.461368889577315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_21,-12.913282209218123,-38.45238573673612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_22,-12.913282209218123,-38.44340258389492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_23,-12.913282209218123,-38.434419431053726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_24,-12.913282209218123,-38.42543627821254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_25,-12.913282209218123,-38.41645312537134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_26,-12.913282209218123,-38.407469972530144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_27,-12.913282209218123,-38.39848681968895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_28,-12.913282209218123,-38.38950366684775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_29,-12.913282209218123,-38.380520514006555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_30,-12.913282209218123,-38.37153736116536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_31,-12.913282209218123,-38.36255420832417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_32,-12.913282209218123,-38.35357105548297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_33,-12.913282209218123,-38.34458790264178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_34,-12.913282209218123,-38.33560474980058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_35,-12.913282209218123,-38.326621596959384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_36,-12.913282209218123,-38.31763844411819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12_37,-12.913282209218123,-38.308655291277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_0,-12.904299056376926,-38.69493086344839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_1,-12.904299056376926,-38.685947710607195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_2,-12.904299056376926,-38.676964557766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_3,-12.904299056376926,-38.6679814049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_4,-12.904299056376926,-38.658998252083606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_5,-12.904299056376926,-38.65001509924242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_6,-12.904299056376926,-38.64103194640122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_7,-12.904299056376926,-38.632048793560024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_8,-12.904299056376926,-38.62306564071883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_9,-12.904299056376926,-38.61408248787763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_10,-12.904299056376926,-38.605099335036435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_11,-12.904299056376926,-38.542217265148075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_12,-12.904299056376926,-38.53323411230688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_13,-12.904299056376926,-38.52425095946568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_14,-12.904299056376926,-38.515267806624486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
