date,tmin,tmax,tavg
2003-01-01,24.58507333908542,32.364969801553066,28.475021570319242
2003-01-02,23.86013805004314,28.41156169111303,26.135849870578085
2003-01-03,24.299741156169112,31.83520276100086,28.06747195858499
2003-01-04,24.296376186367556,32.50103537532355,28.398705780845553
2003-01-05,23.517083692838654,32.74564279551337,28.13136324417601
2003-01-06,24.298878343399483,33.611389128559104,28.955133735979295
2003-01-07,24.013546160483177,32.62752372735117,28.320534943917174
2003-01-08,24.63244176013805,30.46272648835203,27.54758412424504
2003-01-09,24.126402070750647,33.25409836065574,28.690250215703195
2003-01-10,24.872648835202764,32.298188093183775,28.585418464193268
2003-01-11,23.99784296807593,33.343572044866264,28.670707506471096
2003-01-12,24.665056082830024,31.31846419327006,27.99176013805004
2003-01-13,24.414236410698877,37.50094909404659,30.957592752372733
2003-01-14,23.927696289905093,32.593442622950825,28.26056945642796
2003-01-15,24.256773080241587,32.02778257118205,28.14227782571182
2003-01-16,23.213805004314064,29.91932700603969,26.566566005176877
2003-01-17,24.40690250215703,29.615875754961177,27.011389128559102
2003-01-18,24.672131147540984,32.00854184641933,28.340336496980157
2003-01-19,24.406988783433995,32.6253666954271,28.516177739430546
2003-01-20,25.02916307161346,31.099396031061257,28.064279551337357
2003-01-21,24.066264020707507,32.01311475409836,28.039689387402934
2003-01-22,24.276013805004315,33.16013805004314,28.718075927523728
2003-01-23,25.711475409836066,32.85107851596204,29.28127696289905
2003-01-24,25.229594477998273,33.3962899050906,29.312942191544437
2003-01-25,25.232010353753235,33.194132873166524,29.21307161345988
2003-01-26,24.016134598792064,33.63416738567731,28.825150992234686
2003-01-27,23.02476272648835,32.65271786022433,27.838740293356338
2003-01-28,24.18153580672994,32.59102674719586,28.3862812769629
2003-01-29,24.791544434857638,32.106988783434,28.449266609145816
2003-01-30,24.53606557377049,31.268507333908538,27.902286453839515
2003-01-31,25.03002588438309,30.892838654012074,27.96143226919758
2003-02-01,24.386971527178602,30.873856773080238,27.63041415012942
2003-02-02,25.20983606557377,31.346591889559964,28.278213977566867
2003-02-03,24.712942191544435,32.15383951682485,28.433390854184644
2003-02-04,25.40025884383089,33.87247627264883,29.63636755823986
2003-02-05,25.029249352890425,33.16108714408973,29.095168248490076
2003-02-06,24.091285591026747,33.11035375323555,28.60081967213115
