metric,valid_pixels,mean,min,max,std,median
heat_days,1254,2.6291866028708135,0.0,6.0,2.4806382253468113,4.0
reference_percentile,683,36.063484626647146,33.4,37.4,0.35204673793884544,36.0
threshold_used,1254,35.581786283891546,35.0,37.4,0.5847842052976598,35.9
temp_trend,1254,0.09749511868791196,-0.32459801727269455,0.30985039790021107,0.09058365791307028,0.16974914851484824
annual_max,1254,20.46658692185008,0.0,37.9,18.834235133707733,37.6
annual_min,1254,9.670972886762362,0.0,18.2,8.900297622977238,17.7
annual_mean,1254,16.562188285158726,0.0,30.979999999999986,15.24156920470972,30.408493150684933
annual_range,1254,10.795614035087718,0.0,20.299999999999997,9.936253191911643,19.400000000000002
